domain,BCS_x,ID,literals_x,def_x,usage_x,hypernymID_x,hypernym_literals_x,hypernym_def_x,hypernym_usage_x,Prevod literala,Prevod def,Unnamed: 0,BCS_y,literals_y,def_y,usage_y,hypernymID_y,hypernym_literals_y,hypernym_def_y,hypernym_usage_y
medicine,,ENG30-14550366-n,astasia,inability to stand due to muscular incoordination,-,ENG30-14548343-n,disability; disablement; handicap; impairment,the condition of being unable to perform as a consequence of physical or mental unfitness,1 : hearing impairment | 2 : reading disability,,,,,,,,,,,
medicine,,ENG30-14550469-n,amputation,a condition of disability resulting from the loss of one or more limbs,-,ENG30-14548343-n,disability; disablement; handicap; impairment,the condition of being unable to perform as a consequence of physical or mental unfitness,1 : hearing impairment | 2 : reading disability,,,,,,,,,,,
medicine,,ENG30-14550797-n,hearing impairment; hearing disorder,impairment of the sense of hearing,-,ENG30-14548343-n,disability; disablement; handicap; impairment,the condition of being unable to perform as a consequence of physical or mental unfitness,1 : hearing impairment | 2 : reading disability,,,,,,,,,,,
medicine,,ENG30-14550987-n,deafness; hearing loss,partial or complete loss of hearing,-,ENG30-14550797-n,hearing impairment; hearing disorder,impairment of the sense of hearing,-,,,,,,,,,,,
medicine,,ENG30-14551146-n,conductive hearing loss; conduction deafness; middle-ear deafness,hearing loss due to problems with the bones of the middle ear,-,ENG30-14550797-n,hearing impairment; hearing disorder,impairment of the sense of hearing,-,,,,,,,,,,,
medicine,,ENG30-14551565-n,sensorineural hearing loss; nerve deafness,hearing loss due to failure of the auditory nerve,-,ENG30-14550797-n,hearing impairment; hearing disorder,impairment of the sense of hearing,-,,,,,,,,,,,
medicine,,ENG30-14551704-n,tone deafness; tin ear,an inability to distinguish differences in pitch,-,ENG30-14550987-n,deafness; hearing loss,partial or complete loss of hearing,-,,,,,,,,,,,
medicine,,ENG30-14551822-n,deaf-mutism; deaf-muteness,congenital deafness that results in inability to speak,-,ENG30-14550987-n,deafness; hearing loss,partial or complete loss of hearing,-,,,,,,,,,,,
medicine,,ENG30-14551822-n,deaf-mutism; deaf-muteness,congenital deafness that results in inability to speak,-,ENG30-14551986-n,mutism,the condition of being unable or unwilling to speak,-,,,,,,,,,,,
medicine,,ENG30-14552477-n,anosmia,absence of the sense of smell (as by damage to olfactory nasal tissue or the olfactory nerve or by obstruction of the nasal passages),-,ENG30-14552355-n,dysomia,impairment of the sense of smell,-,,,,,,,,,,,
medicine,,ENG30-14552802-n,visual impairment; visual defect; vision defect; visual disorder,impairment of the sense of sight,-,ENG30-14548343-n,disability; disablement; handicap; impairment,the condition of being unable to perform as a consequence of physical or mental unfitness,1 : hearing impairment | 2 : reading disability,,,,,,,,,,,
medicine,,ENG30-14553290-n,myopia; nearsightedness; shortsightedness,(ophthalmology) eyesight abnormality resulting from the eye`s faulty refractive ability; distant objects appear blurred,-,ENG30-14096724-n,ametropia,(ophthalmology) faulty refraction of light rays in the eye as in astigmatism or myopia,-,,,,,,,,,,,
medicine,,ENG30-14553590-n,astigmatism; astigmia,(ophthalmology) impaired eyesight resulting usually from irregular conformation of the cornea,-,ENG30-14096724-n,ametropia,(ophthalmology) faulty refraction of light rays in the eye as in astigmatism or myopia,-,,,,,,,,,,,
medicine,,ENG30-14553873-n,anopia,sightlessness (especially because of a structural defect in or the absence of an eye),-,ENG30-14126660-n,blindness; sightlessness; cecity,lack of sight,-,,,,,,,,,,,
medicine,,ENG30-14554011-n,hyperopia; hypermetropia; hypermetropy; farsightedness; longsightedness,abnormal condition in which vision for distant objects is better than for near objects,-,ENG30-14096724-n,ametropia,(ophthalmology) faulty refraction of light rays in the eye as in astigmatism or myopia,-,,,,,,,,,,,
medicine,,ENG30-14554345-n,hemeralopia; day blindness,inability to see clearly in bright light,-,ENG30-14552802-n,visual impairment; visual defect; vision defect; visual disorder,impairment of the sense of sight,-,,,,,,,,,,,
medicine,,ENG30-14554695-n,metamorphopsia,a defect of vision in which objects appear to be distorted; usually due to a defect in the retina,-,ENG30-14552802-n,visual impairment; visual defect; vision defect; visual disorder,impairment of the sense of sight,-,,,,,,,,,,,
medicine,,ENG30-14554853-n,nyctalopia; night blindness; moon blindness,inability to see clearly in dim light; due to a deficiency of vitamin A or to a retinal disorder,-,ENG30-14198576-n,avitaminosis; hypovitaminosis,any of several diseases caused by deficiency of one or more vitamins,-,,,,,,,,,,,
medicine,,ENG30-14554853-n,nyctalopia; night blindness; moon blindness,inability to see clearly in dim light; due to a deficiency of vitamin A or to a retinal disorder,-,ENG30-14552802-n,visual impairment; visual defect; vision defect; visual disorder,impairment of the sense of sight,-,,,,,,,,,,,
medicine,,ENG30-14555214-n,presbyopia,farsightedness resulting from a reduced ability to focus caused by loss of elasticity of the crystalline lens with age,-,ENG30-14554011-n,hyperopia; hypermetropia; hypermetropy; farsightedness; longsightedness,abnormal condition in which vision for distant objects is better than for near objects,-,,,,,,,,,,,
medicine,,ENG30-14555790-n,snowblindness,temporary blindness caused by exposure to sunlight reflected from snow or ice,-,ENG30-14126660-n,blindness; sightlessness; cecity,lack of sight,-,,,,,,,,,,,
medicine,,ENG30-14557206-n,eyelessness,blindness due to loss of the eyes,-,ENG30-14126660-n,blindness; sightlessness; cecity,lack of sight,-,,,,,,,,,,,
medicine,,ENG30-14557315-n,figural blindness,inability to see shapes and contours,-,ENG30-14126660-n,blindness; sightlessness; cecity,lack of sight,-,,,,,,,,,,,
medicine,,ENG30-00878328-n,strabismus; squint,abnormal alignment of one or both eyes,-,ENG30-14501726-n,abnormality; abnormalcy; abnormal condition,an abnormal condition,-,,,,,,,,,,,
medicine,,ENG30-14557573-n,walleye; divergent strabismus; exotropia,strabismus in which one or both eyes are directed outward,-,ENG30-00878328-n,strabismus; squint,abnormal alignment of one or both eyes,-,,,,,,,,,,,
medicine,,ENG30-14558226-n,paralysis; palsy,loss of the ability to move a body part,-,ENG30-14557898-n,dysfunction; disfunction,(medicine) any disturbance in the function of an organ or body part,-,,,,,,,,,,,
medicine,,ENG30-14558599-n,paresis,a slight or partial paralysis,-,ENG30-14558226-n,paralysis; palsy,loss of the ability to move a body part,-,,,,,,,,,,,
medicine,,ENG30-14558801-n,metroptosis; descensus uteri,prolapse of the uterus,-,ENG30-14559208-n,prolapse; prolapsus; descensus,the slipping or falling out of place of an organ (as the uterus),-,,,,,,,,,,,
medicine,,ENG30-14558995-n,ptosis,drooping of the upper eyelid caused by muscle paralysis and weakness,-,ENG30-14559208-n,prolapse; prolapsus; descensus,the slipping or falling out of place of an organ (as the uterus),-,,,,,,,,,,,
medicine,,ENG30-14559208-n,prolapse; prolapsus; descensus,the slipping or falling out of place of an organ (as the uterus),-,ENG30-14548343-n,disability; disablement; handicap; impairment,the condition of being unable to perform as a consequence of physical or mental unfitness,1 : hearing impairment | 2 : reading disability,,,,,,,,,,,
medicine,,ENG30-14559495-n,paraplegia,paralysis of the lower half of the body (most often as a result of trauma),-,ENG30-14558226-n,paralysis; palsy,loss of the ability to move a body part,-,,,,,,,,,,,
medicine,,ENG30-14559644-n,hemiplegia; unilateral paralysis,paralysis of one side of the body,-,ENG30-14558226-n,paralysis; palsy,loss of the ability to move a body part,-,,,,,,,,,,,
medicine,,ENG30-14559757-n,quadriplegia,paralysis of both arms and both legs,-,ENG30-14558226-n,paralysis; palsy,loss of the ability to move a body part,-,,,,,,,,,,,
medicine,,ENG30-14560253-n,bow leg; bow legs; bandy legs,outward curvature of the legs,-,ENG30-14548343-n,disability; disablement; handicap; impairment,the condition of being unable to perform as a consequence of physical or mental unfitness,1 : hearing impairment | 2 : reading disability,,,,,,,,,,,
medicine,,ENG30-14565196-n,scleroderma; dermatosclerosis,an autoimmune disease that affects the blood vessels and connective tissue; fibrous connective tissue is deposited in the skin,-,ENG30-14187378-n,autoimmune disease; autoimmune disorder,any of a large group of diseases characterized by abnormal functioning of the immune system that causes your immune system to produce antibodies against your own tissues,-,,,,,,,,,,,
medicine,,ENG30-14565417-n,-,purpura associated with a reduction in circulating blood platelets which can result from a variety of factors,-,ENG30-14187378-n,autoimmune disease; autoimmune disorder,any of a large group of diseases characterized by abnormal functioning of the immune system that causes your immune system to produce antibodies against your own tissues,-,,,,,,,,,,,
medicine,,ENG30-14565417-n,-,purpura associated with a reduction in circulating blood platelets which can result from a variety of factors,-,ENG30-14197468-n,purpura; peliosis,any of several blood diseases causing subcutaneous bleeding,-,,,,,,,,,,,
medicine,,ENG30-14566129-n,urinary tract infection,any infection of any of the organs of the urinary tract,-,ENG30-14171682-n,inflammatory disease,a disease characterized by inflammation,-,,,,,,,,,,,
medicine,,ENG30-14566308-n,pyelonephritis,inflammation of the kidney and its pelvis caused by bacterial infection,-,ENG30-14566129-n,urinary tract infection,any infection of any of the organs of the urinary tract,-,,,,,,,,,,,
medicine,,ENG30-14566476-n,acute pyelonephritis,pyelonephritis resulting from the spread of a bladder infection,-,ENG30-14566308-n,pyelonephritis,inflammation of the kidney and its pelvis caused by bacterial infection,-,,,,,,,,,,,
medicine,,ENG30-14566606-n,carotenemia; xanthemia,excess carotene in the blood stream; can cause the skin to turn a pale yellow-red color,-,ENG30-14204950-n,pathology,any deviation from a healthy or normal condition,-,,,,,,,,,,,
medicine,,ENG30-14566766-n,chronic pyelonephritis,pyelonephritis that develops slowly and can lead to renal failure if untreated; often associated with a kidney stone or with narrowing of the urinary passageways,-,ENG30-14566308-n,pyelonephritis,inflammation of the kidney and its pelvis caused by bacterial infection,-,,,,,,,,,,,
medicine,,ENG30-14567421-n,urethritis,inflammation of the urethra; results in painful urination,-,ENG30-14566129-n,urinary tract infection,any infection of any of the organs of the urinary tract,-,,,,,,,,,,,
medicine,,ENG30-14567690-n,sodoku; spirillum fever,the form of ratbite fever occurring in the Far East,-,ENG30-14140533-n,ratbite fever,either of two infectious diseases transmitted to humans by the bite of a rat or mouse; characterized by fever and headache and nausea and skin eruptions,-,,,,,,,,,,,
medicine,,ENG30-14567812-n,stasis,an abnormal state in which the normal flow of a liquid (such as blood) is slowed or stopped,-,ENG30-14204950-n,pathology,any deviation from a healthy or normal condition,-,,,,,,,,,,,
medicine,,ENG30-14567956-n,steatorrhea,the presence of greater than normal amounts of fat in the feces which are frothy and foul smelling and floating; a symptom of disorders of fat metabolism and malabsorption syndrome,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,,,,,,,,,,,
medicine,,ENG30-14568516-n,climax,the most severe stage of a disease,-,ENG30-13939892-n,degree; level; stage; point,a specific identifiable position in a continuum or series or especially in a process,1 : at what stage are the social sciences? | 2 : a remarkable degree of frankness,,,,,,,,,,,
medicine,,ENG30-14568986-n,shin splints,painful inflammation of the muscles around the shins; frequent among runners,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14584260-n,allergen,any substance that can cause an allergy,-,ENG30-00019613-n,substance; matter,that which has mass and occupies space,1 : an atom is the smallest indivisible unit of matter,,,,,,,,,,,
medicine,,ENG30-00803751-a,fulgurating,sharp and piercing,-,,-,-,-,,,,,,,,,,,
medicine,,ENG30-00824054-n,inoculating; vaccinating,the act of protecting against disease by introducing a vaccine into the body to induce immunity,1 : doctors examined the recruits but nurses did the innoculating,ENG30-00817680-n,protection,the activity of protecting someone or something,1 : the witnesses demanded police protection,,,,,,,,,,,
medicine,,ENG30-00831919-n,artificial respiration,an emergency procedure whereby breathing is maintained artificially,-,ENG30-00177783-n,emergency procedure,(medicine) a procedure adopted to meet an emergency (especially a medical emergency),-,,,,,,,,,,,
medicine,,ENG30-00831919-n,artificial respiration,an emergency procedure whereby breathing is maintained artificially,-,ENG30-00831191-n,breathing; external respiration; respiration; ventilation,the bodily process of inhalation and exhalation; the process of taking in oxygen from inhaled air and releasing carbon dioxide by exhalation,-,,,,,,,,,,,
